ID,TITRE,TYPE,SSTYPE,CATEGORIE,STYLE,EVENEMENT,THEME1,THEME2,THEME3,NUMAGREMENT,RAISONSOCIALE,ADRESSE1,ADRESSE2,ADRESSE3,CODEPOSTAL,COMMUNE,PAYS,TEL1,TEL2,FAX,EMAIL1,EMAIL2,WEB1,WEB2,GPSX,GPSY,SIRET,APE,RCS,DESCRIPTIF_TITRE_FRANCAIS,DESCRIPTIF_SSTITRE_FRANCAIS,DESCRIPTIF_CHAPEAU_FRANCAIS,DESCRIPTIF_ARTICLE_FRANCAIS,DESCRIPTIF_TITRE_ANGLAIS,DESCRIPTIF_SSTITRE_ANGLAIS,DESCRIPTIF_CHAPEAU_ANGLAIS,DESCRIPTIF_ARTICLE_ANGLAIS,DESCRIPTIF_TITRE_ALLEMAND,DESCRIPTIF_SSTITRE_ALLEMAND,DESCRIPTIF_CHAPEAU_ALLEMAND,DESCRIPTIF_ARTICLE_ALLEMAND,DESCRIPTIF_TITRE_ESPAGNOL,DESCRIPTIF_SSTITRE_ESPAGNOL,DESCRIPTIF_CHAPEAU_ESPAGNOL,DESCRIPTIF_ARTICLE_ESPAGNOL,DESCRIPTIF_TITRE_ITALIEN,DESCRIPTIF_SSTITRE_ITALIEN,DESCRIPTIF_CHAPEAU_ITALIEN,DESCRIPTIF_ARTICLE_ITALIEN,PHOTO1,PHOTO2,PHOTO3,CLASSEMENT,LABEL1,LABEL2,LABEL3,ANIMAUX,HANDICAPE,TOURISME_HANDICAP1,TOURISME_HANDICAP2,TOURISME_HANDICAP3,TOURISME_HANDICAP4,DATEDU1,DATEAU1,DATEDU2,DATEAU2,DATEDU3,DATEAU3,DATEDU4,DATEAU4,DATEDU5,DATEAU5,CONTACT1TYPE,CONTACT1CIVI,CONTACT1NOM,CONTACT1PRENOM,CONTACT1FONCTION,CONTACT1EMAIL,CONTACT1TEL,CONTACT1FAX,CONTACT2TYPE,CONTACT2CIVI,CONTACT2NOM,CONTACT2PRENOM,CONTACT2FONCTION,CONTACT2EMAIL,CONTACT2TEL,CONTACT2FAX,CHAINE1,CHAINE2,CHAINE3,CHAINE4,LANGUE1,LANGUE2,LANGUE3,LANGUE4,LANGUE5,MODE_PAIEMENT1,MODE_PAIEMENT2,MODE_PAIEMENT3,MODE_PAIEMENT4,MODE_PAIEMENT5,MODE_PAIEMENT6,MODE_PAIEMENT7,MODE_PAIEMENT8,MODE_PAIEMENT9,MODE_PAIEMENT10,EQUIPEMENT1,EQUIPEMENT2,EQUIPEMENT3,EQUIPEMENT4,EQUIPEMENT5,EQUIPEMENT6,EQUIPEMENT7,EQUIPEMENT8,EQUIPEMENT9,EQUIPEMENT10,EQUIPEMENT11,EQUIPEMENT12,EQUIPEMENT13,EQUIPEMENT14,EQUIPEMENT15,EQUIPEMENT16,EQUIPEMENT17,EQUIPEMENT18,EQUIPEMENT19,EQUIPEMENT20,SERVICE1,SERVICE2,SERVICE3,SERVICE4,SERVICE5,SERVICE6,SERVICE7,SERVICE8,SERVICE9,SERVICE10,SERVICE11,SERVICE12,SERVICE13,SERVICE14,SERVICE15,SERVICE16,SERVICE17,SERVICE18,SERVICE19,SERVICE20,ACTIVITE1,ACTIVITE2,ACTIVITE3,ACTIVITE4,ACTIVITE5,CONFORT1,CONFORT2,CONFORT3,CONFORT4,CONFORT5,GROUPES_ACCEPTES,GROUPE_MAX,GROUPE_MIN,NBRE_SALLE_REUNION,NBRE_PERSONNES_SALLE,SUPERFICIE_SALLE,TARIF1_LIBELLE,TARIF1_MIN,TARIF1_MAX,TARIF2_LIBELLE,TARIF2_MIN,TARIF2_MAX,TARIF3_LIBELLE,TARIF3_MIN,TARIF3_MAX,TARIF4_LIBELLE,TARIF4_MIN,TARIF4_MAX,TARIF5_LIBELLE,TARIF5_MIN,TARIF5_MAX,TARIF6_LIBELLE,TARIF6_MIN,TARIF6_MAX,TARIF7_LIBELLE,TARIF7_MIN,TARIF7_MAX,TARIF8_LIBELLE,TARIF8_MIN,TARIF8_MAX,TARIF9_LIBELLE,TARIF9_MIN,TARIF9_MAX,TARIF10_LIBELLE,TARIF10_MIN,TARIF10_MAX,TARIF11_LIBELLE,TARIF11_MIN,TARIF11_MAX,TARIF12_LIBELLE,TARIF12_MIN,TARIF12_MAX,TARIF13_LIBELLE,TARIF13_MIN,TARIF13_MAX,TARIF14_LIBELLE,TARIF14_MIN,TARIF14_MAX,TARIF15_LIBELLE,TARIF15_MIN,TARIF15_MAX,TARIF16_LIBELLE,TARIF16_MIN,TARIF16_MAX,TARIF17_LIBELLE,TARIF17_MIN,TARIF17_MAX,TARIF18_LIBELLE,TARIF18_MIN,TARIF18_MAX,TARIF19_LIBELLE,TARIF19_MIN,TARIF19_MAX,TARIF20_LIBELLE,TARIF20_MIN,TARIF20_MAX
COMCHA0080000894,Biscuiterie LATOUR,Commerce:Service,,,,,,,,,,Route de Philippeville,,,8600,GIVET,FRANCE,03 24 40 81 00,,,biscuiterielatour@aliceadsl.fr,,,,50.14516,4.839093,,,,Biscuiterie LATOUR,,Adhérent à la marque collective  Ardennes de France .,"Gaufres pur beurre, gaufres au chocolat, petit quatre heures. Des produits naturels sans conservateur et entièrement fabriqués dans les Ardennes.",,,,,,,,,,,,,,,,,http://cnstlltn.com/master/a28af579-55a4-4db2-9901-b10aff262706/biscuiterie+latour.jpg,http://cnstlltn.com/master/04ba8e19-fe75-44cd-80f9-14b5e5df0d26/logo+adf.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMCHA0080000886,Boucherie Turenne,Commerce:Service,,Artisan,,,Boucherie,,,,,7 place Crussy,,,8200,SEDAN,FRANCE,03 24 29 01 90,,,,,,,49.69975,4.946978,,,,Boucherie Turenne,,Adhérent à la marque collective  Ardennes de France .,"Fromage de tête, Terrine Rimbaud.",,,,,,,,,,,,,,,,,http://cnstlltn.com/master/1ed077f0-1b92-47e9-98ce-f8ba779fbee4/logo+adf.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMCHA0080000883,Boulangerie Pâtisserie  La Belle Epoque ,Commerce:Service,,Artisan,,,Boulangerie,,,,,15 Rue de la Naux,,,8800,THILAY,FRANCE,03 24 32 80 13,,,,,,,49.8724,4.807636,,,,Boulangerie Pâtisserie  La Belle Epoque ,,Adhérent à la marque collective  Ardennes de France ,"Pain Corpia, baguette sarment de vigne, pain pavé d'Ardenne, galette au sucre et baguette paysanne.",,,,,,,,,,,,,,,,,http://cnstlltn.com/master/a0e0c78c-e882-49cf-8aad-c99de4ac6472/illsutration+page+meunerie.jpeg,http://cnstlltn.com/master/1faa8710-2c6b-46a5-a6d3-1ae218293e25/logo+adf.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMCHA0080000906,Boulangerie Pâtisserie Chocolat Pistache,Commerce:Service,,Artisan,,,Boulangerie,,,,,38 avenue Jean Jaurès,,,8000,VILLERS SEMEUSE,FRANCE,03 24 37 73 08,,,,,,,49.73912,4.752602,,,,Boulangerie Pâtisserie Chocolat Pistache,,Adhérente à la marque collective  Ardennes de France .,"Spécialités sucrées ardennaises : pain pavé d'ardenne (pain original à forte teneur en seigle), carolo, tarte à suc', sanglier en chocolat, gâteau mollet",,,,,,,,,,,,,,,,,http://cnstlltn.com/master/8ccbe19f-1ffa-4cd0-87e4-54df7908eb0d/p3310595.jpg,http://cnstlltn.com/master/10c2af23-cec0-4d71-b262-8244d1f0767f/logo+adf.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMCHA0080000907,Boulangerie Pâtisserie Chocolat Pistache,Commerce:Service,,Artisan,,,Boulangerie,,,,,,,,8000,CHARLEVILLE MEZIERES,FRANCE,03 24 59 03 92 ou 03 24 57 02 14,,,,,,,49.76208,4.726096,,,,Boulangerie Pâtisserie Chocolat Pistache,,Adhérente à la marque collective  Ardennes de France .,"Spécialités sucrées ardennaises : pain pavé d'ardenne (pain original à forte teneur en seigle), carolo, tarte à suc', sanglier en chocolat, gâteau molletDeux adresses à Charleville-Mézières : - 7 avenue Jean Jaurès- 12 rue Saint Louis",,,,,,,,,,,,,,,,,http://cnstlltn.com/master/023cfd49-fdfa-43da-a66c-89ba8658aaf6/p3310595.jpg,http://cnstlltn.com/master/e12df458-80d2-49ca-870f-56e7f4c1dd60/logo+adf.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMCHA0080000895,Boulangerie-Pâtisserie Billard,Commerce:Service,,Artisan,,,Boulangerie,,,,,4 rue de l'Eglise,,,8000,CHARLEVILLE MEZIERES,FRANCE,03 24 33 35 27,,,,,http://www.boulangeriebillard.fr/,,49.7733,4.723309,,,,Boulangerie-Pâtisserie Billard,,,"galette à sucre, gâteau mollet, macaron Mac Ardenne, galette ardennaise, carolo, chocolat maison, ardoise",,,,,,,,,,,,,,,,,http://cnstlltn.com/master/b84a3d82-f3ae-421d-9561-c02ec0e2e3df/boulangerie+billard.jpg,http://cnstlltn.com/master/04bf89b0-2c4e-4b19-b728-22c0d6c5c680/logo+adf.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMCHA0080001018,Boutique,Commerce:Service,,,,,,,,,,,,,8300,BERGNICOURT,FRANCE,,,,,,,,49.41204,4.252408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMCHA0080001007,Boutique  Ardennes de France ,Commerce:Service,,Commerces et services divers,,,Produits du terroir,,,,,Place du château,,,8320,VIREUX WALLERAND,FRANCE,03 24 42 92 42,,,info@valdardennetourisme.com,,http://boutique.ardenne-insolite.com/,,50.08603,4.727338,,,,Boutique terroir  Ardennes de France  et souvenirs,,Venez découvrir la gastronomie ardennaise L'office de tourisme val d'Ardenne à Vireux-Wallerand vous présente sa boutique terroir sous le label  Ardennes de France  et ses souvenirs.,"Le store Ğ Ardennes de France ğ à loffice de tourisme Val dArdenne : plus de 200 produits différents sont disponibles dans la boutique de loffice, dont plus de 70% sont des produits Ardennes de France.Différents univers de produits vous sont proposés : -",Produits de bien-être : o,Miel et produits dérivés à base de mielo,"Savons, shampoings, sel de bain, duo balnéo naturels-",Produits de terroir : o,Produits à base de safran des Ardenneso,"Délices et terrines de dinde rouge et de gibiers des Ardenneso Différentes terrines et rillettes ardennaises (Faisan, sanglier au ratafia, sanglier à la bière ardennaises, chapon...)o","Plats préparés ardennais (cacasse à cul nu, salade au lard...)-",Boissons ardennaises : o,Sélection de bières ardennaiseso,Boissons élaborées par les cidreries ardennaiseso,Sélection de siropso,Différents jus de pomme naturels-,"Différents autres produits et souvenirs à découvrir sur place : o Peluches sangliers, cerf... o Porte-clés o Bonnets sangliers o Magnets et divers souvenirsEt ses nouveautés régulières...Une équipe à votre service Nos conseillères en séjours sauront vous conseiller sur les différents produits et producteurs présents dans notre store afin de pouvoir vous accompagner au mieux durant votre découverte. Vous repartirez ainsi avec les conseils nécessaires pour utiliser au mieux les produits et ainsi profiter pleinement de la qualité de ces derniers. Des conseils et astuces vous seront donnés pour répondre au mieux à votre demande.Si vous souhaitez faire découvrir la gastronomie et partager un peu dArdenne avec vos proches, vous aurez la possibilité de créer vous-même votre panier gourmand en fonction de votre budget et de vos envies dans tout le store de loffice de tourisme. Une idée cadeau originale qui fait toujours plaisir. Acheter Ğ Ardennes de France ğ directement depuis chez vous : Afin daller encore plus loin, loffice de tourisme val dArdenne vous propose de retrouver sa boutique directement en ligne. Pour la livraison, vous pourrez opter pour la livraison à domicile en Chronopost, en points relais ou venir chercher directement et gratuitement votre commande à loffice de tourisme à Vireux-Wallerand. Pour acheter en ligne, il suffira de se rendre sur le site dédié : www.boutique.ardenne-insolite.com",,,,,,,,,,,,,,,,,http://cnstlltn.com/master/6a970623-1724-4be0-bd27-829bae19f882/img_1074.jpg,http://cnstlltn.com/master/cf211056-fc28-442f-97fc-2f9ad95168dd/boutique-vat.jpg,http://cnstlltn.com/master/e219f342-2778-4e94-b395-d5d601a2eaac/boutique-vat-1.jpg,,,,,Animaux acceptés,Accès handicapés,,,,,,,,,,,,,,,Autres,,Service Accueil,,,direction@valdardennetourisme.com,03 24 42 92 42,03 88 64 42 38,Autres,,Service Accueil,,,info@valdardennetourisme.com,03 24 42 92 42,03 88 64 42 38,,,,,français,,,,,Carte de crédit,Chèques,Espèces,Visa,,,,,,,,,,,,,,,,,,,,,,,,,,,Boutique,Wifi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMCHA0080001019,Boutique  La Margoulette ,Commerce:Service,,Commerces et services divers,,,Cadeaux / Souvenirs,,,,,Route de Chateau,,,8300,BERGNICOURT,FRANCE,06 65 70 33 95,,,abbiere@hotmail.fr,,http://www.bieres-la-margoulette.com,,49.41204,4.252408,,,,Boutique  la Margoulette ,Adhérente à la marque collective  Ardennes de France ,,"A quelques mètres de laxe routier Reims-Charleville-Mézières, la boutique de la brasserie  La Margoulette  vous propose toute l'année sa gamme de produits : - Bières en format 33 ou 75 cl en blonde, brune, ambrée, blanche, aromatisées, noël ou triple (bière La Margoulette) ainsi que notre limonade et cola artisanaux (La Trogne) - Les limonades en 75 cl à l'unité et par pack de 4  - Le Cola uniquement en 33 cl par pack de 4 bouteilles  - Des verres à l'effigie de La Margoulette - Paniers cadeaux (possibilité de faire sa propre composition) Ouverture les mardi, jeudi et samedi de 14h à 18h et le vendredi de 11h à 14h",,,,,,,,,,,,,,,,,http://cnstlltn.com/master/57ab9834-85b9-41f9-a65a-d03ceb6b25af/208.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMCHA0080000836,Boutique Coton soleil,Commerce:Service,,Commerces et services divers,,,,,,,,Rue des déportés,,,8170,FUMAY,FRANCE,,,,,,,,49.9915,4.702741,,,,Boutique Coton soleil -Fumay-Ardenne-France,,Le secours catholique ouvrira une boutique Coton soleil à Fumay au rue des Déportés.,"Acheter des vêtements de seconde main, impeccables, entre 50 centimes et un euro, mis en rayon comme dans un vrai magasin et pouvoir aussi en même temps prendre un café et discuter, tout cela sera bientôt possible dans Fumay.L'espace sera réparti sur deux étages : au rez-de-chaussée, le magasin et à l'étage, une table et des chaises pour souffler, discuter, prendre un café.Les jours et horaires d'ouverture: le lundi et vendredi de 14h à 17hle mercredi de 9h à 12h et de 15h à 18h.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMCHA0080000871,Boutique de l'office,Commerce:Service,,Commerces et services divers,,,,,,,,4 place ducale,,,8000,CHARLEVILLE MEZIERES,FRANCE,,,,03.24.55.69.90,nadege-ot@orange.fr,,,49.7739,4.720157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Office de Tourisme,,,,,contact@charleville-tourisme.com,+33 (0)3 24 55 69 90,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMCHA0080001024,Boutique de l'Office de Tourisme de Sedan,Commerce:Service,,Commerces et services divers,,,Produits du terroir,,,,,"35, Rue du Ménil",,,8200,SEDAN,FRANCE,03 24 27 73 73,,,contact@tourisme-sedan.fr,,,,49.70013,4.949583,,,,Boutique de l'Office de Tourisme de Sedan,,,,,,,,,,,,,,,,,,,,,,,,,,,Animaux acceptés,Accès handicapés,,,,,,,,,,,,,,,Information,,Service Accueil,,,contact@tourisme-sedan.fr ,03 24 27 73 73,,Autres,,Service Accueil,,,contact@tourisme-sedan.fr,03 24 27 73 73,,,,,,français,,,,,Carte de crédit,Chèques,Espèces,,,,,,,,Parking privé,,,,,,,,,,,,,,,,,,,,Boutique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMCHA0080001006,Boutique de l'Office du Tourisme de l'Argonne Ardennaise,Commerce:Service,,Commerces et services divers,,,Produits du terroir,,,,,10 Place Carnot,,,8400,VOUZIERS,FRANCE,03 24 30 71 97 57 ,,,info-tourisme@argonne-ardennaise.fr,,,,49.40206,4.711936,,,,Boutique de l'Office de Tourisme de l'Argonne Ardennaise,,Ouverture d'Octobre à Mars du mardi au vendredi de 14h à 17h et le samedi de 9h à 12h30.D'Avril à Juin et en Septembre du mardi au samedi de 10h à 12h30 et de 13h30 à 18h. En Juillet / Aout et pendant Noël tous les jours de 10h à 12h30 et de 13h30 à 18h.,"Situé au sein du local de l'Office de Tourisme sur la Place de la ville de Vouziers, la boutique de souvenirs et de produits du terroir vous propose tout au long de l'année : Des produits du terroir (locaux ou ardennais) : - Cidrerie Capitaine : Toute une gamme de cidre nature et/ou aromatisés, de jus (pomme, poire...), de gelée et/ou confit (pomme, poire...), de la frênette pour ceux qui désireraient replonger dans leur enfance et/ou plonger dans celle de leur parents / grands parents - Ardwen : Toute une gamme de bière (blonde, blanche, ambrée, cerise) mais aussi 2 bières, triple et triple cerise, à l'effigie de Woinic, le sanglier, notre emblème départemental. - La Margoulette : Une gamme de bière (blonde, blanche, ambrée, cassis) et limonade disponible en 33cl ou en 75cl selon vos besoins. - Les Délices de l'Arnes : Toute une gamme de terrines et de rillettes allant du canard au chapon en passant par la dinde rouge (race typiquement ardennaise) et la pintade. - La Confiserie Ardennaise : Une grande variété de bonbons cassés aux goûts originaux (coquelicots, anis, - La Miellerie et Le Miel de mes Ruches : Pot de miel en plastique ou en verre de 250g à 1kg, de printemps ou d'été, onctueux dur ou liquide, selon vos goûts et vos envies. - EARL Lacroix : Huile de colza première pression à froid en bouteille en verre de 50cl. Mais aussi : - La Vannerie d'Ardennes de M. Durmois avec toutes sortes de paniers, mangeoires à oiseaux, molette, ...- Les bâtons de marches de M. Anselme, fabrication 100% ardennaise avec un cordon en cuir belge pour le maintien et des embouts différents selon vos besoins (pics de marche, tampons pour toute marche ou embout de canne). - L'atelier ReCréNature avec ses hôtels à insectes de différentes tailles selon les besoins de vos jardins, cela permet de ne plus traiter vos arbres puisque les insectes venant se loger dedans se nourriront des insectes parasites. - Une variante de livres sur les Ardennes, son histoire, sa géographie, sa faune, sa flore, ... - Le coin des poètes avec les recueils de 2 poètes locaux : Bubune et Daniel Doyen. - 2 Revues trimestrielle : Le Curieux Vouzinois et Terres Ardennaises. - Des cartes IGN de notre territoire ainsi que la carte IGN 14/18. Et pour ceux qui souhaiteraient emporter chez eux un souvenirs ardennais notre boutique dispose aussi de : - divers portes clefs à effigie des Ardennes- des magnets à coller sur les frigidaires- des peluches diverses et variées- des figurines (loups, poilus...) - Des portes clefs en mémoire de la guerre 14/18, porte clef en forme de balle, taille réelle, casque- Des tailles crayons en forme de canon - Des stylos et crayons de papiers à l'effigie du territoire.",,,,,,,,,,,,,,,,,http://cnstlltn.com/master/8ead13fd-63ea-4806-bceb-2278b14dba35/dsc_0144.jpg,http://cnstlltn.com/master/a688096e-a363-4f6b-a61b-fc26d3ce6f16/dsc_0132.jpg,,,,,,Animaux acceptés,,,,,,2015-10-21,2015-10-24,2015-10-27,2015-10-31,2015-11-03,2015-11-07,2015-11-10,2015-11-14,2015-11-17,2015-11-21,Autres,,OFFICE DE TOURISME DE L'ARGONNE ARDENNAISE,,,info-tourisme@argonne-ardennaise.fr,03.24.71.97.57,,,,,,,,,,,,,,français,,,,,Chèques,Espèces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boutique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMCHA0080001005,Boutique de produits ardennais et souvenirs,Commerce:Service,,Commerces et services divers,,,Cadeaux / Souvenirs,,,,,Vitrine des Ardennes - 24 place Ducale ,,,8000,CHARLEVILLE MEZIERES,FRANCE,03 24 56 06 08,,,info@ardennes.com,,http://www.ardennes.com,,49.77389,4.720877,,,,Boutique de produits ardennais et souvenirs,,"Pour la Saint Valentin, faites plaisir et offrez des paniers garnis personnalisés!","Située sur la Place Ducale, la boutique de souvenirs et de produits ardennais, vous propose toute l'année sa gamme de produits :les souvenirs Woinic sous forme de jetons touristiques, cartes postales, d'autocollants, de magnets, de gourdes isotherme, de tasses, de porte-clés ou bien encore de parapluies.De même découvrez la gamme  Les Ardennes c'est pas pareil  avec les tasses, les linges de cuisine, les bonbons au miel, les magnets et depuis peu les parapluies.Ou tout simplement l'emblème du département, le sanglier, décliné en peluches de toutes tailles, boule à neige, magnet ou miniature en résine...Que vous soyez gourmands ou pas, n'hésitez plus et dégustez les produits de la marque collective Ardennes de France tels que: - Les bières Ardwen, en coffret découverte ou à l'unité pour la Ambrée et la Woinic Rouge- La bière blonde Cuvée d'Arthur- Les terrines des Délices de l'Arnes- Le pâté Rimbaud au foie gras de Mr Collin- Les miels Arthur Rimbaud de Mr Pérotin....Mais aussi:- Les savons au lait d'ânesse de l'Âne en bulles- Le livre de recettes familiales de la Confrérie du gâteau mollet- Le livre  Ma cuisine ardennaise de saison  aux éditions Noires Terres- Les bougies et savons au miel du Rucher du Marcassin...Renseignements:Vitrine des Ardennes, 24 place Ducale à Charleville-MézièresOuverture du lundi au samedi de 10 h à 12 h 30 et de 13 h 30 à 18 h et le dimanche de 14h à 18hTél: 03 24 56 06 08.Pour plus dinformations sur la marque collective Ardennes de France : www.ardennes-de-france.comCette boutique, vous est proposée par l'Agence de Développement Touristique.",,,,,,,,,,,,,,,,,http://cnstlltn.com/master/70e16736-3f89-41a2-9ed5-8b7992544c27/photo+vitrines+accueil+retouchee.jpg,http://cnstlltn.com/master/dc68e108-2ae6-46a1-a8d6-9a5c766a092f/ardennes+pas+pareil+(1).jpg,http://cnstlltn.com/master/4a1e2292-7cc3-442c-bef9-a5fccff2dfc7/linge+cuisine.jpg,,,,,Animaux acceptés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,anglais,,,,Carte de crédit,Chèques,Chèques bancaires et postaux,Espèces,Eurocard - Mastercard,Visa,,,,,,,,,,,,,,,,,,,,,,,,,Boutique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMCHA0080001014,Boutique de Produits Ardennais et Souvenirs des Crêtes Préardennaises,Commerce:Service,,Commerces et services divers,,,Cadeaux / Souvenirs,,,,,1 rue cécilia gazanière,,,8430,LAUNOIS SUR VENCE,FRANCE,03 24 35 02 69,,,ot.cretes@orange.fr,,http://www.sud-ardennes-tourisme.com,,49.65455,4.539504,,,,Boutique de produits de terroir Ardennais,"Souvenir, Terroir et Produits du terroir ",Toute l'année faîtes le plein de terroir sur les Crêtes Préardennaises.Découvrez la sélection de produits des adhérents à l'Office de Tourisme des Crêtes Préardennaises.,"Située au sud des ardennes (45 min de Reims et 2h00 de Paris ), la boutique de souvenirs et de produits ardennais, vous propose toute l'année sa gamme de produits : - les souvenirs  Sanglier des Ardennes  notre emblème, le sanglier, décliné en cartes postales, peluches de différentes tailles, portes clés, décapsuleurs, couteaux, bonnets ou bien encore des sangliers en résine.   - les souvenirs Vendresse comme les cartes postales, les peluches poisson, les cuillères, les magnets Karpe Koï ou bien encore les portes clés.   Que vous soyez gourmands ou pas, n'hésitez plus et dégustez les produits de la marque collective Ardennes de France tels que :   - les bières Ardwen : la Woinic bleue ou rouge à l'unité ou en coffret - le Safran : la moutarde, le chutney, le vinaigre, confitures - les Bulles Ardennaises :  les dérivés de la pomme : cidre, jus de fruits ou pétillant     Mais aussi:- la Cidrerie de Warnécourt : les dérivés de la pomme : cidre, jus de fruits ou pétillant - Les livres de recettes, dhistoire, de patrimoine, de maraîchage- Les bâtons de marche de la forêt des Ardennes - Les bijoux de Mme Catherine MERCIER  Djebel Arduinna : consulter le site ...Faîtes plaisir, pensez aux idées Cadeaux de la Boutique des Crêtes Préardennaises. Offrez nos compositions de produits de terroir de notre territoire. Ouverture du mercredi au vendredi de 10h00 à 12h30 et de 14h00 à 17h30 et le samedi de 10h00 à 12h30 et de 13h30 à 17h00Tél : 03.24.35.02.69.  Venez nous rencontrer à l'Office de Tourisme et emportez avec vous, des Souvenirs de votre Séjour en Ardennes !",,,,,,,,,,,,,,,,,http://cnstlltn.com/master/45fd9652-a6a9-4af4-a852-20043b22addf/coffret1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,anglais,,,,Chèques,Chèques bancaires et postaux,Espèces,Eurocard - Mastercard,Paypal,Virements,,,,,,,,,,,,,,,,,,,,,,,,,Boutique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
